2022 Federal Election House of Representatives Two Candidate Preferred By Candidate By Polling Place NSW[Event:27966 Phase:FinalResults Generated:2022-07-19T10:30:07 Cycle:06578790-03c6-4cf4-b786-103cfb915abd Created:2022-07-19T10:24:10 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.9.9.0],,,,,,,,,,,,,,
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
NSW,117,Eden-Monaro,33924,Narooma PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,2117,6.31
NSW,117,Eden-Monaro,33924,Narooma PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,1655,-6.31
NSW,117,Eden-Monaro,712,Nimmitabel,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,83,12.45
NSW,117,Eden-Monaro,712,Nimmitabel,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,90,-12.45
NSW,117,Eden-Monaro,714,Pambula,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,531,10.4
NSW,117,Eden-Monaro,714,Pambula,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,298,-10.4
NSW,117,Eden-Monaro,32991,Perisher Valley,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,9,21.61
NSW,117,Eden-Monaro,32991,Perisher Valley,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,4,-21.61
NSW,117,Eden-Monaro,716,Quaama,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,207,9.53
NSW,117,Eden-Monaro,716,Quaama,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,92,-9.53
NSW,117,Eden-Monaro,717,Queanbeyan,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,821,10.99
NSW,117,Eden-Monaro,717,Queanbeyan,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,339,-10.99
NSW,117,Eden-Monaro,718,Queanbeyan Central,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,316,5.64
NSW,117,Eden-Monaro,718,Queanbeyan Central,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,164,-5.64
NSW,117,Eden-Monaro,98144,Queanbeyan City Central,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,110,8.53
NSW,117,Eden-Monaro,98144,Queanbeyan City Central,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,48,-8.53
NSW,117,Eden-Monaro,719,Queanbeyan East,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,755,6.14
NSW,117,Eden-Monaro,719,Queanbeyan East,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,426,-6.14
NSW,117,Eden-Monaro,33925,Queanbeyan EDEN-MONARO PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,8554,7.15
NSW,117,Eden-Monaro,33925,Queanbeyan EDEN-MONARO PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,5729,-7.15
NSW,117,Eden-Monaro,720,Queanbeyan Heights,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,460,4.71
NSW,117,Eden-Monaro,720,Queanbeyan Heights,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,224,-4.71
NSW,117,Eden-Monaro,98145,Queanbeyan Heights Central,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,151,-0.67
NSW,117,Eden-Monaro,98145,Queanbeyan Heights Central,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,103,0.67
NSW,117,Eden-Monaro,722,Queanbeyan North,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,375,3.25
NSW,117,Eden-Monaro,722,Queanbeyan North,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,222,-3.25
NSW,117,Eden-Monaro,723,Queanbeyan South,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,832,8.16
NSW,117,Eden-Monaro,723,Queanbeyan South,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,378,-8.16
NSW,117,Eden-Monaro,724,Queanbeyan West,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,730,8.33
NSW,117,Eden-Monaro,724,Queanbeyan West,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,317,-8.33
NSW,117,Eden-Monaro,829,Rosewood,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,55,4.13
NSW,117,Eden-Monaro,829,Rosewood,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,91,-4.13
NSW,117,Eden-Monaro,32915,Sutton,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,419,8.63
NSW,117,Eden-Monaro,32915,Sutton,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,355,-8.63
NSW,117,Eden-Monaro,1316,Talbingo,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,49,11.98
NSW,117,Eden-Monaro,1316,Talbingo,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,32,-11.98
NSW,117,Eden-Monaro,727,Tanja,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,87,4.42
NSW,117,Eden-Monaro,727,Tanja,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,13,-4.42
NSW,117,Eden-Monaro,728,Tathra,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,530,9.79
NSW,117,Eden-Monaro,728,Tathra,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,225,-9.79
NSW,117,Eden-Monaro,31083,Thredbo,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,39,16.52
NSW,117,Eden-Monaro,31083,Thredbo,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,30,-16.52
NSW,117,Eden-Monaro,730,Towamba,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,82,2.56
NSW,117,Eden-Monaro,730,Towamba,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,51,-2.56
NSW,117,Eden-Monaro,98062,Tuggeranong EDEN-MONARO PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,109,13.01
NSW,117,Eden-Monaro,98062,Tuggeranong EDEN-MONARO PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,58,-13.01
NSW,117,Eden-Monaro,842,Tumbarumba,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,564,1.29
NSW,117,Eden-Monaro,842,Tumbarumba,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,520,-1.29
NSW,117,Eden-Monaro,1324,Tumut,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,388,9.94
NSW,117,Eden-Monaro,1324,Tumut,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,280,-9.94
NSW,117,Eden-Monaro,11950,Tumut East,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,271,6.5
NSW,117,Eden-Monaro,11950,Tumut East,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,169,-6.5
NSW,117,Eden-Monaro,65490,Tumut PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,2092,5.69
NSW,117,Eden-Monaro,65490,Tumut PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,1880,-5.69
NSW,117,Eden-Monaro,31665,Tura Beach,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,338,10.66
NSW,117,Eden-Monaro,31665,Tura Beach,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,266,-10.66
NSW,117,Eden-Monaro,733,Wamboin,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,391,8.54
NSW,117,Eden-Monaro,733,Wamboin,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,232,-8.54
NSW,117,Eden-Monaro,98151,Woden EDEN-MONARO PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,100,17.86
NSW,117,Eden-Monaro,98151,Woden EDEN-MONARO PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,43,-17.86
NSW,117,Eden-Monaro,734,Wolumla,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,220,8.23
NSW,117,Eden-Monaro,734,Wolumla,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,131,-8.23
NSW,117,Eden-Monaro,735,Wyndham,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,167,2.88
NSW,117,Eden-Monaro,735,Wyndham,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,65,-2.88
NSW,117,Eden-Monaro,1338,Yass,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,288,6.88
NSW,117,Eden-Monaro,1338,Yass,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,176,-6.88
NSW,117,Eden-Monaro,98143,Yass Central,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,411,3.67
NSW,117,Eden-Monaro,98143,Yass Central,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,288,-3.67
NSW,117,Eden-Monaro,11951,Yass North,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,272,14.52
NSW,117,Eden-Monaro,11951,Yass North,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,138,-14.52
NSW,117,Eden-Monaro,46471,Yass PPVC,36803,McBAIN,Kristy,3,Y,Y,ALP,Labor,2273,8.77
NSW,117,Eden-Monaro,46471,Yass PPVC,37193,NOCKLES,Jerry,6,N,N,LP,Liberal,1883,-8.77
NSW,118,Farrer,746,Albury,37032,LEY,Sussan,2,Y,Y,LP,Liberal,683,-9
NSW,118,Farrer,746,Albury,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,740,9
NSW,118,Farrer,748,Albury Central,37032,LEY,Sussan,2,Y,Y,LP,Liberal,483,-9.14
NSW,118,Farrer,748,Albury Central,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,474,9.14
NSW,118,Farrer,747,Albury East,37032,LEY,Sussan,2,Y,Y,LP,Liberal,333,-6.49
NSW,118,Farrer,747,Albury East,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,271,6.49
NSW,118,Farrer,34273,Albury FARRER PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,7569,-7.31
NSW,118,Farrer,34273,Albury FARRER PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,4882,7.31
NSW,118,Farrer,751,Albury North,37032,LEY,Sussan,2,Y,Y,LP,Liberal,674,-3.69
NSW,118,Farrer,751,Albury North,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,549,3.69
NSW,118,Farrer,752,Albury West,37032,LEY,Sussan,2,Y,Y,LP,Liberal,423,-11.04
NSW,118,Farrer,752,Albury West,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,388,11.04
NSW,118,Farrer,755,Balranald,37032,LEY,Sussan,2,Y,Y,LP,Liberal,372,-1.27
NSW,118,Farrer,755,Balranald,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,106,1.27
NSW,118,Farrer,2482,Barellan,37032,LEY,Sussan,2,Y,Y,LP,Liberal,202,0.03
NSW,118,Farrer,2482,Barellan,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,51,-0.03
NSW,118,Farrer,756,Barham,37032,LEY,Sussan,2,Y,Y,LP,Liberal,519,-3.66
NSW,118,Farrer,756,Barham,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,193,3.66
NSW,118,Farrer,757,Barooga,37032,LEY,Sussan,2,Y,Y,LP,Liberal,484,2.07
NSW,118,Farrer,757,Barooga,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,215,-2.07
NSW,118,Farrer,2484,Beelbangera,37032,LEY,Sussan,2,Y,Y,LP,Liberal,418,-4.23
NSW,118,Farrer,2484,Beelbangera,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,144,4.23
NSW,118,Farrer,758,Berrigan,37032,LEY,Sussan,2,Y,Y,LP,Liberal,519,4.92
NSW,118,Farrer,758,Berrigan,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,137,-4.92
NSW,118,Farrer,759,Blighty,37032,LEY,Sussan,2,Y,Y,LP,Liberal,130,-7.34
NSW,118,Farrer,759,Blighty,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,29,7.34
NSW,118,Farrer,763,Bunnaloo,37032,LEY,Sussan,2,Y,Y,LP,Liberal,63,-7.87
NSW,118,Farrer,763,Bunnaloo,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,15,7.87
NSW,118,Farrer,764,Buronga,37032,LEY,Sussan,2,Y,Y,LP,Liberal,668,0.91
NSW,118,Farrer,764,Buronga,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,229,-0.91
NSW,118,Farrer,765,Burrumbuttock,37032,LEY,Sussan,2,Y,Y,LP,Liberal,152,-4.13
NSW,118,Farrer,765,Burrumbuttock,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,52,4.13
NSW,118,Farrer,2498,Coleambally,37032,LEY,Sussan,2,Y,Y,LP,Liberal,399,0.49
NSW,118,Farrer,2498,Coleambally,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,65,-0.49
NSW,118,Farrer,773,Corowa,37032,LEY,Sussan,2,Y,Y,LP,Liberal,504,-3.56
NSW,118,Farrer,773,Corowa,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,292,3.56
NSW,118,Farrer,83620,Corowa PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,1819,-5.24
NSW,118,Farrer,83620,Corowa PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,902,5.24
NSW,118,Farrer,775,Corowa South,37032,LEY,Sussan,2,Y,Y,LP,Liberal,242,-4.58
NSW,118,Farrer,775,Corowa South,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,114,4.58
NSW,118,Farrer,776,Culcairn,37032,LEY,Sussan,2,Y,Y,LP,Liberal,440,-1.57
NSW,118,Farrer,776,Culcairn,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,245,1.57
NSW,118,Farrer,778,Dareton,37032,LEY,Sussan,2,Y,Y,LP,Liberal,254,-4.28
NSW,118,Farrer,778,Dareton,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,115,4.28
NSW,118,Farrer,2501,Darlington Point,37032,LEY,Sussan,2,Y,Y,LP,Liberal,343,0.08
NSW,118,Farrer,2501,Darlington Point,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,175,-0.08
NSW,118,Farrer,780,Deniliquin,37032,LEY,Sussan,2,Y,Y,LP,Liberal,561,-3.02
NSW,118,Farrer,780,Deniliquin,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,269,3.02
NSW,118,Farrer,782,Deniliquin North,37032,LEY,Sussan,2,Y,Y,LP,Liberal,247,-4.35
NSW,118,Farrer,782,Deniliquin North,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,106,4.35
NSW,118,Farrer,33879,Deniliquin PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,2252,-1.77
NSW,118,Farrer,33879,Deniliquin PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,948,1.78
NSW,118,Farrer,784,Deniliquin West,37032,LEY,Sussan,2,Y,Y,LP,Liberal,261,-2.8
NSW,118,Farrer,784,Deniliquin West,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,163,2.8
NSW,118,Farrer,108495,EAV COVID19 Farrer PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,313,62.48
NSW,118,Farrer,108495,EAV COVID19 Farrer PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,188,37.52
NSW,118,Farrer,65446,EAV Farrer PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,16,17.37
NSW,118,Farrer,65446,EAV Farrer PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,5,-17.37
NSW,118,Farrer,65218,Echuca FARRER PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,1898,-5.31
NSW,118,Farrer,65218,Echuca FARRER PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,719,5.31
NSW,118,Farrer,785,Euston,37032,LEY,Sussan,2,Y,Y,LP,Liberal,184,2.29
NSW,118,Farrer,785,Euston,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,42,-2.29
NSW,118,Farrer,786,Finley,37032,LEY,Sussan,2,Y,Y,LP,Liberal,813,-3.28
NSW,118,Farrer,786,Finley,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,261,3.28
NSW,118,Farrer,788,Gerogery,37032,LEY,Sussan,2,Y,Y,LP,Liberal,194,-3.09
NSW,118,Farrer,788,Gerogery,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,70,3.09
NSW,118,Farrer,789,Glenroy,37032,LEY,Sussan,2,Y,Y,LP,Liberal,863,-3.17
NSW,118,Farrer,789,Glenroy,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,619,3.17
NSW,118,Farrer,2506,Goolgowi,37032,LEY,Sussan,2,Y,Y,LP,Liberal,169,-1.43
NSW,118,Farrer,2506,Goolgowi,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,58,1.43
NSW,118,Farrer,2508,Griffith,37032,LEY,Sussan,2,Y,Y,LP,Liberal,351,-5.94
NSW,118,Farrer,2508,Griffith,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,204,5.94
NSW,118,Farrer,2502,Griffith East,37032,LEY,Sussan,2,Y,Y,LP,Liberal,872,-1.69
NSW,118,Farrer,2502,Griffith East,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,396,1.69
NSW,118,Farrer,2511,Griffith North,37032,LEY,Sussan,2,Y,Y,LP,Liberal,745,-8.15
NSW,118,Farrer,2511,Griffith North,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,413,8.15
NSW,118,Farrer,33855,Griffith PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,3703,-1.25
NSW,118,Farrer,33855,Griffith PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,1428,1.25
NSW,118,Farrer,2512,Griffith West,37032,LEY,Sussan,2,Y,Y,LP,Liberal,659,0.09
NSW,118,Farrer,2512,Griffith West,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,366,-0.09
NSW,118,Farrer,2514,Hanwood,37032,LEY,Sussan,2,Y,Y,LP,Liberal,628,-3.77
NSW,118,Farrer,2514,Hanwood,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,217,3.77
NSW,118,Farrer,2516,Hay,37032,LEY,Sussan,2,Y,Y,LP,Liberal,989,6.77
NSW,118,Farrer,2516,Hay,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,299,-6.77
NSW,118,Farrer,792,Henty,37032,LEY,Sussan,2,Y,Y,LP,Liberal,410,-0.44
NSW,118,Farrer,792,Henty,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,150,0.44
NSW,118,Farrer,2520,Hillston,37032,LEY,Sussan,2,Y,Y,LP,Liberal,438,-1.28
NSW,118,Farrer,2520,Hillston,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,131,1.28
NSW,118,Farrer,793,Holbrook,37032,LEY,Sussan,2,Y,Y,LP,Liberal,648,-5.12
NSW,118,Farrer,793,Holbrook,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,282,5.12
NSW,118,Farrer,794,Howlong,37032,LEY,Sussan,2,Y,Y,LP,Liberal,828,-0.99
NSW,118,Farrer,794,Howlong,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,356,0.99
NSW,118,Farrer,795,Hume,37032,LEY,Sussan,2,Y,Y,LP,Liberal,492,-3.6
NSW,118,Farrer,795,Hume,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,357,3.6
NSW,118,Farrer,797,Jerilderie,37032,LEY,Sussan,2,Y,Y,LP,Liberal,383,2.09
NSW,118,Farrer,797,Jerilderie,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,121,-2.09
NSW,118,Farrer,798,Jindera,37032,LEY,Sussan,2,Y,Y,LP,Liberal,725,-5.1
NSW,118,Farrer,798,Jindera,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,313,5.1
NSW,118,Farrer,801,Koraleigh,37032,LEY,Sussan,2,Y,Y,LP,Liberal,128,-4.89
NSW,118,Farrer,801,Koraleigh,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,43,4.89
NSW,118,Farrer,2526,Lake Wyangan,37032,LEY,Sussan,2,Y,Y,LP,Liberal,426,-3.7
NSW,118,Farrer,2526,Lake Wyangan,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,123,3.7
NSW,118,Farrer,805,Lavington,37032,LEY,Sussan,2,Y,Y,LP,Liberal,711,-7.23
NSW,118,Farrer,805,Lavington,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,564,7.23
NSW,118,Farrer,806,Lavington East,37032,LEY,Sussan,2,Y,Y,LP,Liberal,670,-3
NSW,118,Farrer,806,Lavington East,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,570,3
NSW,118,Farrer,97874,Lavington PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,2369,-4.43
NSW,118,Farrer,97874,Lavington PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,1521,4.43
NSW,118,Farrer,2527,Leeton,37032,LEY,Sussan,2,Y,Y,LP,Liberal,528,-3.84
NSW,118,Farrer,2527,Leeton,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,280,3.84
NSW,118,Farrer,2528,Leeton North,37032,LEY,Sussan,2,Y,Y,LP,Liberal,334,-5.1
NSW,118,Farrer,2528,Leeton North,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,202,5.1
NSW,118,Farrer,2542,Leeton Parkview,37032,LEY,Sussan,2,Y,Y,LP,Liberal,279,-4.83
NSW,118,Farrer,2542,Leeton Parkview,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,221,4.83
NSW,118,Farrer,83619,Leeton PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,1789,-1.7
NSW,118,Farrer,83619,Leeton PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,721,1.7
NSW,118,Farrer,2507,Leeton South,37032,LEY,Sussan,2,Y,Y,LP,Liberal,385,-5.57
NSW,118,Farrer,2507,Leeton South,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,220,5.57
NSW,118,Farrer,812,Mathoura,37032,LEY,Sussan,2,Y,Y,LP,Liberal,258,6.92
NSW,118,Farrer,812,Mathoura,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,112,-6.92
NSW,118,Farrer,65225,Mildura FARRER PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,714,-4.52
NSW,118,Farrer,65225,Mildura FARRER PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,245,4.52
NSW,118,Farrer,815,Moama,37032,LEY,Sussan,2,Y,Y,LP,Liberal,888,-1
NSW,118,Farrer,815,Moama,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,329,1
NSW,118,Farrer,818,Moulamein,37032,LEY,Sussan,2,Y,Y,LP,Liberal,184,-2.96
NSW,118,Farrer,818,Moulamein,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,70,2.96
NSW,118,Farrer,820,Mulwala,37032,LEY,Sussan,2,Y,Y,LP,Liberal,612,0.33
NSW,118,Farrer,820,Mulwala,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,240,-0.33
NSW,118,Farrer,821,Murray Downs,37032,LEY,Sussan,2,Y,Y,LP,Liberal,167,-0.56
NSW,118,Farrer,821,Murray Downs,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,32,0.56
NSW,118,Farrer,2536,Narrandera,37032,LEY,Sussan,2,Y,Y,LP,Liberal,335,-6.86
NSW,118,Farrer,2536,Narrandera,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,202,6.86
NSW,118,Farrer,2537,Narrandera East,37032,LEY,Sussan,2,Y,Y,LP,Liberal,267,-7.93
NSW,118,Farrer,2537,Narrandera East,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,188,7.93
NSW,118,Farrer,33858,Narrandera PPVC,37032,LEY,Sussan,2,Y,Y,LP,Liberal,1177,-2.57
NSW,118,Farrer,33858,Narrandera PPVC,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,642,2.57
NSW,118,Farrer,822,Oaklands,37032,LEY,Sussan,2,Y,Y,LP,Liberal,133,4.32
NSW,118,Farrer,822,Oaklands,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,29,-4.32
NSW,118,Farrer,108376,Other Mobile Team 1,37032,LEY,Sussan,2,Y,Y,LP,Liberal,200,-13.06
NSW,118,Farrer,108376,Other Mobile Team 1,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,109,13.06
NSW,118,Farrer,2545,Rankins Springs,37032,LEY,Sussan,2,Y,Y,LP,Liberal,68,5
NSW,118,Farrer,2545,Rankins Springs,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,12,-5
NSW,118,Farrer,83567,Springdale Heights,37032,LEY,Sussan,2,Y,Y,LP,Liberal,305,-3.36
NSW,118,Farrer,83567,Springdale Heights,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,265,3.36
NSW,118,Farrer,835,Table Top,37032,LEY,Sussan,2,Y,Y,LP,Liberal,349,-4.89
NSW,118,Farrer,835,Table Top,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,144,4.89
NSW,118,Farrer,838,Thurgoona,37032,LEY,Sussan,2,Y,Y,LP,Liberal,896,-5.97
NSW,118,Farrer,838,Thurgoona,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,678,5.97
NSW,118,Farrer,83569,Thurgoona East,37032,LEY,Sussan,2,Y,Y,LP,Liberal,523,-3.35
NSW,118,Farrer,83569,Thurgoona East,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,347,3.35
NSW,118,Farrer,839,Tocumwal,37032,LEY,Sussan,2,Y,Y,LP,Liberal,723,0.46
NSW,118,Farrer,839,Tocumwal,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,245,-0.46
NSW,118,Farrer,840,Tooleybuc,37032,LEY,Sussan,2,Y,Y,LP,Liberal,115,2.65
NSW,118,Farrer,840,Tooleybuc,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,34,-2.65
NSW,118,Farrer,843,Urana,37032,LEY,Sussan,2,Y,Y,LP,Liberal,135,3.09
NSW,118,Farrer,843,Urana,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,54,-3.09
NSW,118,Farrer,845,Wakool,37032,LEY,Sussan,2,Y,Y,LP,Liberal,116,-6.07
NSW,118,Farrer,845,Wakool,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,60,6.07
NSW,118,Farrer,846,Walbundrie,37032,LEY,Sussan,2,Y,Y,LP,Liberal,148,1.88
NSW,118,Farrer,846,Walbundrie,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,19,-1.88
NSW,118,Farrer,847,Walla Walla,37032,LEY,Sussan,2,Y,Y,LP,Liberal,324,-6.26
NSW,118,Farrer,847,Walla Walla,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,102,6.26
NSW,118,Farrer,2554,Wamoon,37032,LEY,Sussan,2,Y,Y,LP,Liberal,151,-2.34
NSW,118,Farrer,2554,Wamoon,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,49,2.34
NSW,118,Farrer,849,Wentworth,37032,LEY,Sussan,2,Y,Y,LP,Liberal,509,0.33
NSW,118,Farrer,849,Wentworth,36789,CAMERON,Darren Michael,8,N,N,ALP,Labor,209,-0.33
